profileName,iscedName,mainInstitutionName,levelCode,leadingInstitutionCity,mainInstitutionKind
ogólnoakademicki,Elektronika i automatyka,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Akademia Techniczno-Artystyczna Nauk Stosowanych w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Przetwórstwo żywności,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Ekonomiczny w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Podlaska w Białymstoku - Akademia Nauk Stosowanych,2,Białystok,Uczelnia niepubliczna
praktyczny,Budownictwo i inżynieria lądowa i wodna,Bydgoska Szkoła Wyższa w Bydgoszczy,2,Bydgoszcz,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Śląska,2,Gliwice,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Uniwersytet Śląski w Katowicach,3,Cieszyn,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Terapia i rehabilitacja,Pomorski Uniwersytet Medyczny w Szczecinie,2,Szczecin,Uczelnia publiczna
ogólnoakademicki,Filozofia i etyka,Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Szkoła Główna Handlowa w Warszawie,3,Warszawa,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,2,Bełchatów,Uczelnia niepubliczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Muzyczny Fryderyka Chopina w Warszawie,3,Warszawa,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Państwowa Akademia Nauk Stosowanych im. ks. Bronisława Markiewicza w Jarosławiu,3,Jarosław,Uczelnia publiczna
praktyczny,Nauka języków,Politechnika Śląska,2,Gliwice,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane ze sztuką nieokreślone dalej,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,2,Łódź,Uczelnia publiczna
praktyczny,Elektronika i automatyka,Uniwersytet Morski w Gdyni,2,Gdynia,Uczelnia publiczna
praktyczny,Kształcenie,Akademia Nauk Stosowanych im. Stanisława Staszica w Pile,3,Piła,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,1,Warszawa,Uczelnia publiczna
ogólnoakademicki,Matematyka,Politechnika Poznańska,3,Poznań,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Uniwersytet WSB Merito w Toruniu,2,Bydgoszcz,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Matematyka,Uniwersytet Zielonogórski,2,Zielona Góra,Uczelnia publiczna
praktyczny,Psychologia,Wyższa Szkoła Kształcenia Zawodowego,2,Wrocław,Uczelnia niepubliczna
praktyczny,Pielęgnacja włosów i urody,Akademia Nauk Stosowanych Stefana Batorego,2,Skierniewice,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Komisji Edukacji Narodowej w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Lubelska,3,Lublin,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli nauczania przedszkolnego,Uczelnia Państwowa im. Jana Grodka w Sanoku,1,Sanok,Uczelnia publiczna
praktyczny,"Biznes, administracja i prawo nieokreślone dalej",Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,3,Żory,Uczelnia niepubliczna
ogólnoakademicki,Ekonomia,Akademia Ekonomiczno-Humanistyczna w Warszawie,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Bielsko-Bialski,3,Bielsko-Biała,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Przyrodniczy we Wrocławiu,3,Wrocław,Uczelnia publiczna
praktyczny,Pielęgnacja włosów i urody,Akademia Ekonomiczno-Humanistyczna w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Kształcenie,Wyższa Szkoła Biznesu i Nauk o Zdrowiu w Łodzi,2,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Komisji Edukacji Narodowej w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Praca socjalna i doradztwo,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Humanistyczno-Ekonomiczna w Łodzi,2,Łódź,Uczelnia niepubliczna
praktyczny,Kształcenie,Akademia Tarnowska,2,Tarnów,Uczelnia publiczna
praktyczny,Stomatologia,Uniwersytet Medyczny w Lublinie,2,Lublin,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Menedżerska Akademia Nauk Stosowanych w Warszawie,2,Warszawa,Uczelnia niepubliczna
praktyczny,Kształcenie,Akademia im. Jakuba z Paradyża,3,Gorzów Wielkopolski,Uczelnia publiczna
praktyczny,Przetwórstwo żywności,Uniwersytet Zielonogórski,2,Sulechów,Uczelnia publiczna
ogólnoakademicki,Psychologia,Uniwersytet SWPS,2,Sopot,Uczelnia niepubliczna
praktyczny,Biologia,Wyższa Szkoła Zarządzania Środowiskiem w Tucholi,2,Tuchola,Uczelnia niepubliczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Uczelnia Medyczna im. Marii Skłodowskiej - Curie w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Prawo,Akademia Leona Koźmińskiego w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Collegium Masoviense - Wyższa Szkoła Nauk o Zdrowiu w Żyrardowie,2,Żyrardów,Uczelnia niepubliczna
praktyczny,Ochrona osób i mienia,Lingwistyczna Szkoła Wyższa w Warszawie,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Sztuki plastyczne,Akademia WIT w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,1,Lublin,Uczelnia publiczna
praktyczny,Technologie związane z diagnostyką i leczeniem,Gdański Uniwersytet Medyczny,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Akademia Techniczno-Artystyczna Nauk Stosowanych w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Prawo,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,1,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Kształcenie,Akademia Bialska im. Jana Pawła II,3,Biała Podlaska,Uczelnia publiczna
praktyczny,Turystyka i wypoczynek,Akademia Ekonomiczno-Humanistyczna w Warszawie,2,Warszawa,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Uniwersytet Pomorski w Słupsku,3,Słupsk,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Akademia Nauk Stosowanych w Bielsku-Białej,2,Bielsko-Biała,Uczelnia niepubliczna
praktyczny,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Akademia Humanistyczno-Ekonomiczna w Łodzi,2,Trzcianka,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Gdański Uniwersytet Medyczny,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Świętokrzyska,3,Kielce,Uczelnia publiczna
praktyczny,Politologia i wiedza o społeczeństwie,Akademia Nauk Stosowanych im. ks. Jerzego Popiełuszki w Grudziądzu,3,Grudziądz,Uczelnia niepubliczna
ogólnoakademicki,Chemia,Akademia Tarnowska,2,Tarnów,Uczelnia publiczna
praktyczny,Nauka języków,Lingwistyczna Szkoła Wyższa w Warszawie,2,Warszawa,Uczelnia niepubliczna
praktyczny,Pielęgnacja włosów i urody,Uniwersytet Medyczny w Łodzi,2,Łódź,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Akademia WIT w Warszawie,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Ekonomiczny w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Kazimierza Wielkiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Uniwersytet Przyrodniczy w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Pielęgnacja włosów i urody,Uniwersytet Pomorski w Słupsku,2,Słupsk,Uczelnia publiczna
praktyczny,Biznes i administracja nie określone dalej,Akademia Ekonomiczno-Humanistyczna w Warszawie,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Medycyna,Gdański Uniwersytet Medyczny,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Praca socjalna i doradztwo,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Akademia Pożarnicza,3,Warszawa,Uczelnia publiczna
praktyczny,Stomatologia,Akademia Nauk Społecznych i Medycznych w Lublinie - Akademia Nauk Stosowanych,2,Lublin,Uczelnia niepubliczna
ogólnoakademicki,Nauki o Ziemi,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące technikę, przemysł i budownictwo",Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Technologie związane z ochroną środowiska,Wyższa Szkoła Zarządzania Środowiskiem w Tucholi,2,Tuchola,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Technologie związane z diagnostyką i leczeniem,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,1,Poznań,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Ekonomiczny w Katowicach,3,Katowice,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Ekonomiczny w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Programy i kwalifikacje związane z prowadzeniem działalności gospodarczej i administracją gdzie indziej niesklasyfikowane,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,2,Bydgoszcz,Uczelnia publiczna
praktyczny,Ekonomia,Akademia Bialska im. Jana Pawła II,2,Biała Podlaska,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli nauczania przedszkolnego,Akademia Tarnowska,1,Tarnów,Uczelnia publiczna
ogólnoakademicki,Transport,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Wyższa Szkoła Medyczna w Kłodzku,2,Kłodzko,Uczelnia niepubliczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Uniwersytet Komisji Edukacji Narodowej w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Kształcenie,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Białostocka,3,Białystok,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Pomorska Szkoła Wyższa w Starogardzie Gdańskim,2,Starogard Gdański,Uczelnia niepubliczna
ogólnoakademicki,Stomatologia,Uniwersytet Medyczny w Białymstoku,1,Białystok,Uczelnia publiczna
ogólnoakademicki,Historia i archeologia,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Psychologia,Katolicki Uniwersytet Lubelski Jana Pawła II,1,Lublin,Uczelnia kościelna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Politechnika Białostocka,2,Białystok,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Pomorski Uniwersytet Medyczny w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,Nauka języków,Uniwersytet Jana Kochanowskiego w Kielcach,2,Sandomierz,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,"Wyższa Szkoła Zarządzania ""Edukacja"" we Wrocławiu",2,Kłodzko,Uczelnia niepubliczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Uniwersytet Przyrodniczy we Wrocławiu,3,Wrocław,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Akademia Nauk Stosowanych w Nowym Sączu,2,Nowy Sącz,Uczelnia publiczna
praktyczny,Zdrowie gdzie indziej niesklasyfikowane,Społeczna Akademia Nauk z siedzibą w Łodzi,3,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Terapia i rehabilitacja,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,1,Katowice,Uczelnia publiczna
ogólnoakademicki,Nauki biologiczne i powiązane nieokreślone dalej,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
praktyczny,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uczelnia Państwowa im. Jana Grodka w Sanoku,3,Sanok,Uczelnia publiczna
praktyczny,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Wyższa Szkoła Edukacji i Terapii im. prof. Kazimiery Milanowskiej z siedzibą w Poznaniu,1,Szczecin,Uczelnia niepubliczna
ogólnoakademicki,Górnictwo i wydobycie,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Ignatianum w Krakowie,2,Kraków,Uczelnia kościelna
ogólnoakademicki,Kształcenie,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,"Bibliotekoznawstwo, informacja naukowa i archiwistyka",Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Uniwersytet Przyrodniczy w Poznaniu,3,Poznań,Uczelnia publiczna
praktyczny,Politologia i wiedza o społeczeństwie,Wyższa Szkoła Inżynierii Gospodarki w Słupsku,2,Słupsk,Uczelnia niepubliczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Praca socjalna i doradztwo,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Uniwersytet Przyrodniczy we Wrocławiu,3,Wrocław,Uczelnia publiczna
praktyczny,Transport,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu,2,Wrocław,Uczelnia niepubliczna
ogólnoakademicki,Nauka języków,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
praktyczny,Obszar nieznany,Karkonoska Akademia Nauk Stosowanych w Jeleniej Górze,2,Jelenia Góra,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Uczelnia Korczaka - Akademia Nauk Stosowanych,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Technologie teleinformacyjne gdzie indziej niesklasyfikowane,Politechnika Białostocka,2,Białystok,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Śląska,2,Gliwice,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Rzeszowska im. Ignacego Łukasiewicza,3,Rzeszów,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Collegium Da Vinci z siedzibą w Poznaniu,2,Poznań,Uczelnia niepubliczna
praktyczny,Kształcenie,Europejska Akademia Medycznych i Społecznych Nauk Stosowanych,2,Kętrzyn,Uczelnia niepubliczna
praktyczny,Farmacja,Warszawski Uniwersytet Medyczny,1,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Finanse, bankowość i ubezpieczenia",Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,3,Warszawa,Uczelnia publiczna
praktyczny,Kształcenie,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,2,Szczecin,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Akademia Medyczna Nauk Stosowanych i Holistycznych,1,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Biologia,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Zielonogórski,2,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Akademia Humanistyczno-Ekonomiczna w Łodzi,2,Jasło,Uczelnia niepubliczna
praktyczny,"Finanse, bankowość i ubezpieczenia",Akademia WSB,2,Dąbrowa Górnicza,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Państwowa Akademia Nauk Stosowanych im. ks. Bronisława Markiewicza w Jarosławiu,3,Jarosław,Uczelnia publiczna
ogólnoakademicki,Prawo,Menedżerska Akademia Nauk Stosowanych w Warszawie,1,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Uniwersytet Przyrodniczy w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Mikołaja Kopernika w Toruniu,3,Toruń,Uczelnia publiczna
praktyczny,Architektura i planowanie przestrzenne,Akademia Techniczno-Artystyczna Nauk Stosowanych w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Politechnika Lubelska,3,Lublin,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Powiślańska Szkoła Wyższa,3,Kościerzyna,Uczelnia niepubliczna
ogólnoakademicki,Medycyna,Politechnika Wrocławska,1,Wrocław,Uczelnia publiczna
ogólnoakademicki,Umiejętności związane z miejscem pracy,Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Ekonomiczno-Humanistyczna w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Fizyka,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Rachunkowość i podatki,Wschodnioeuropejska Akademia Nauk Stosowanych w Białymstoku,2,Białystok,Uczelnia niepubliczna
ogólnoakademicki,Historia i archeologia,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Praca socjalna i doradztwo,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Pielęgniarstwo i położnictwo,Uniwersytet Medyczny w Łodzi,2,Łódź,Uczelnia publiczna
praktyczny,Matematyka,Państwowa Akademia Nauk Stosowanych w Chełmie,2,Chełm,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Przyrodniczy w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Zielonogórski,3,Zielona Góra,Uczelnia publiczna
praktyczny,Zdrowie nieokreślone dalej,Wielkopolska Akademia Społeczno - Ekonomiczna w Środzie Wielkopolskiej - Akademia Nauk Stosowanych,3,Środa Wielkopolska,Uczelnia niepubliczna
ogólnoakademicki,Inżynieria i zawody inżynieryjne nieokreślone dalej,Politechnika Gdańska,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
ogólnoakademicki,Bezpieczeństwo i higiena pracy,Uniwersytet Przyrodniczy w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Dziennikarstwo,Uniwersytet Zielonogórski,2,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Akademia WIT w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Śląski w Katowicach,2,Cieszyn,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Gdańska,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię",Uniwersytet Przyrodniczy we Wrocławiu,3,Wrocław,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,2,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Uniwersytet Gdański,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Dziennikarstwo,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Uniwersytet Bielsko-Bialski,3,Bielsko-Biała,Uczelnia publiczna
praktyczny,Pielęgnacja włosów i urody,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
praktyczny,Psychologia,Akademia Podlaska w Białymstoku - Akademia Nauk Stosowanych,1,Białystok,Uczelnia niepubliczna
praktyczny,Prawo,Uniwersytet SWPS,1,Wrocław,Uczelnia niepubliczna
praktyczny,Techniki audiowizualne i produkcja mediów,Akademia Sztuki w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,"Hotele, restauracje i katering",Państwowa Akademia Nauk Stosowanych im. ks. Bronisława Markiewicza w Jarosławiu,2,Jarosław,Uczelnia publiczna
praktyczny,Nauka języków,Akademia Nauk Stosowanych w Nowym Sączu,2,Nowy Sącz,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Turystyka i wypoczynek,Akademia Bialska im. Jana Pawła II,2,Biała Podlaska,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Poznańska,2,Poznań,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,3,Biała Podlaska,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
